Type,Model Year,JD,RA (deg),Obliquity (deg)
VE,-55507,-18552361.705468,354.403812,0.000000
SS,-55507,-18552272.549093,84.403891,23.860662
AE,-55507,-18552180.088144,174.403903,-0.000000
WS,-55507,-18552086.602761,264.403985,-23.860707
VE,-55478,-18541769.663204,354.409168,-0.000000
SS,-55478,-18541680.514016,84.409247,23.863178
AE,-55478,-18541588.073431,174.409260,-0.000000
WS,-55478,-18541494.580417,264.409342,-23.863223
VE,-55449,-18531177.620986,354.414544,-0.000000
SS,-55449,-18531088.478812,84.414623,23.865685
AE,-55449,-18530996.058632,174.414636,-0.000000
WS,-55449,-18530902.558170,264.414718,-23.865729
VE,-55420,-18520585.578816,354.419938,-0.000000
SS,-55420,-18520496.443481,84.420017,23.868182
AE,-55420,-18520404.043747,174.420031,-0.000000
WS,-55420,-18520310.536020,264.420113,-23.868225
VE,-55391,-18509993.536695,354.425352,-0.000000
SS,-55391,-18509904.408025,84.425431,23.870669
AE,-55391,-18509812.028775,174.425445,-0.000000
WS,-55391,-18509718.513965,264.425526,-23.870712
VE,-55362,-18499401.494623,354.430784,-0.000000
SS,-55362,-18499312.372443,84.430863,23.873146
AE,-55362,-18499220.013714,174.430877,-0.000000
WS,-55362,-18499126.492006,264.430959,-23.873189
VE,-55333,-18488809.452602,354.436235,-0.000000
SS,-55333,-18488720.336738,84.436314,23.875613
AE,-55333,-18488627.998566,174.436328,-0.000000
WS,-55333,-18488534.470140,264.436410,-23.875656
VE,-55304,-18478217.410632,354.441704,0.000000
SS,-55304,-18478128.300910,84.441783,23.878071
AE,-55304,-18478035.983328,174.441798,-0.000000
WS,-55304,-18477942.448369,264.441880,-23.878114
VE,-55275,-18467625.368714,354.447192,-0.000000
SS,-55275,-18467536.264960,84.447271,23.880518
AE,-55275,-18467443.967999,174.447286,-0.000000
WS,-55275,-18467350.426691,264.447368,-23.880561
VE,-55246,-18457033.326849,354.452698,-0.000000
SS,-55246,-18456944.228889,84.452777,23.882956
AE,-55246,-18456851.952580,174.452792,-0.000000
WS,-55246,-18456758.405105,264.452874,-23.882999
VE,-55217,-18446441.285038,354.458222,-0.000000
SS,-55217,-18446352.192698,84.458301,23.885384
AE,-55217,-18446259.937070,174.458316,-0.000000
WS,-55217,-18446166.383610,264.458398,-23.885427
VE,-55188,-18435849.243281,354.463764,-0.000000
SS,-55188,-18435760.156387,84.463843,23.887802
AE,-55188,-18435667.921467,174.463859,-0.000000
WS,-55188,-18435574.362207,264.463941,-23.887844
VE,-55159,-18425257.201581,354.469324,-0.000000
SS,-55159,-18425168.119958,84.469403,23.890210
AE,-55159,-18425075.905771,174.469420,-0.000000
WS,-55159,-18424982.340894,264.469502,-23.890252
VE,-55130,-18414665.159936,354.474902,-0.000000
SS,-55130,-18414576.083412,84.474981,23.892608
AE,-55130,-18414483.889982,174.474998,-0.000000
WS,-55130,-18414390.319671,264.475080,-23.892650
VE,-55101,-18404073.118349,354.480498,-0.000000
SS,-55101,-18403984.046749,84.480577,23.894996
AE,-55101,-18403891.874099,174.480594,-0.000000
WS,-55101,-18403798.298537,264.480676,-23.895038
VE,-55072,-18393481.076820,354.486112,-0.000000
SS,-55072,-18393392.009971,84.486191,23.897374
AE,-55072,-18393299.858121,174.486208,-0.000000
WS,-55072,-18393206.277491,264.486290,-23.897415
VE,-55043,-18382889.035350,354.491743,-0.000000
SS,-55043,-18382799.973078,84.491822,23.899741
AE,-55043,-18382707.842048,174.491839,-0.000000
WS,-55043,-18382614.256532,264.491921,-23.899783
VE,-55014,-18372296.993939,354.497391,-0.000000
SS,-55014,-18372207.936072,84.497470,23.902099
AE,-55014,-18372115.825878,174.497488,-0.000000
WS,-55014,-18372022.235660,264.497570,-23.902140
VE,-54985,-18361704.952589,354.503057,-0.000000
SS,-54985,-18361615.898953,84.503136,23.904447
AE,-54985,-18361523.809612,174.503154,-0.000000
WS,-54985,-18361430.214874,264.503236,-23.904488
VE,-54956,-18351112.911300,354.508740,-0.000000
SS,-54956,-18351023.861722,84.508819,23.906784
AE,-54956,-18350931.793249,174.508838,-0.000000
WS,-54956,-18350838.194174,264.508920,-23.906825
VE,-54927,-18340520.870073,354.514440,-0.000000
SS,-54927,-18340431.824380,84.514519,23.909111
AE,-54927,-18340339.776788,174.514538,-0.000000
WS,-54927,-18340246.173558,264.514620,-23.909152
VE,-54898,-18329928.828909,354.520157,-0.000000
SS,-54898,-18329839.786929,84.520237,23.911428
AE,-54898,-18329747.760229,174.520255,-0.000000
WS,-54898,-18329654.153027,264.520338,-23.911469
VE,-54869,-18319336.787808,354.525891,-0.000000
SS,-54869,-18319247.749368,84.525971,23.913735
AE,-54869,-18319155.743570,174.525990,-0.000000
WS,-54869,-18319062.132578,264.526072,-23.913775
VE,-54840,-18308744.746772,354.531642,-0.000000
SS,-54840,-18308655.711700,84.531721,23.916031
AE,-54840,-18308563.726813,174.531741,-0.000000
WS,-54840,-18308470.112212,264.531823,-23.916071
VE,-54811,-18298152.705800,354.537410,-0.000000
SS,-54811,-18298063.673925,84.537489,23.918318
AE,-54811,-18297971.709955,174.537508,-0.000000
WS,-54811,-18297878.091927,264.537591,-23.918357
VE,-54782,-18287560.664895,354.543194,-0.000000
SS,-54782,-18287471.636043,84.543273,23.920593
AE,-54782,-18287379.692996,174.543293,-0.000000
WS,-54782,-18287286.071724,264.543375,-23.920633
VE,-54753,-18276968.624055,354.548994,-0.000000
SS,-54753,-18276879.598057,84.549073,23.922859
AE,-54753,-18276787.675937,174.549093,-0.000000
WS,-54753,-18276694.051600,264.549175,-23.922899
VE,-54724,-18266376.583283,354.554811,-0.000000
SS,-54724,-18266287.559967,84.554890,23.925114
AE,-54724,-18266195.658776,174.554910,-0.000000
WS,-54724,-18266102.031556,264.554992,-23.925154
VE,-54695,-18255784.542579,354.560644,-0.000000
SS,-54695,-18255695.521773,84.560723,23.927359
AE,-54695,-18255603.641513,174.560743,-0.000000
WS,-54695,-18255510.011591,264.560826,-23.927398
VE,-54666,-18245192.501943,354.566493,-0.000000
SS,-54666,-18245103.483477,84.566572,23.929593
AE,-54666,-18245011.624147,174.566593,-0.000000
WS,-54666,-18244917.991704,264.566675,-23.929632
VE,-54637,-18234600.461377,354.572358,-0.000000
SS,-54637,-18234511.445080,84.572437,23.931817
AE,-54637,-18234419.606678,174.572458,-0.000000
WS,-54637,-18234325.971894,264.572540,-23.931856
VE,-54608,-18224008.420880,354.578238,-0.000000
SS,-54608,-18223919.406583,84.578317,23.934031
AE,-54608,-18223827.589106,174.578339,-0.000000
WS,-54608,-18223733.952160,264.578421,-23.934070
VE,-54579,-18213416.380454,354.584135,-0.000000
SS,-54579,-18213327.367987,84.584214,23.936234
AE,-54579,-18213235.571430,174.584236,-0.000000
WS,-54579,-18213141.932502,264.584318,-23.936272
VE,-54550,-18202824.340099,354.590047,-0.000000
SS,-54550,-18202735.329292,84.590126,23.938426
AE,-54550,-18202643.553649,174.590148,-0.000000
WS,-54550,-18202549.912919,264.590231,-23.938465
VE,-54521,-18192232.299816,354.595975,-0.000000
SS,-54521,-18192143.290500,84.596054,23.940608
AE,-54521,-18192051.535764,174.596076,-0.000000
WS,-54521,-18191957.893410,264.596159,-23.940647
VE,-54492,-18181640.259606,354.601918,-0.000000
SS,-54492,-18181551.251612,84.601997,23.942780
AE,-54492,-18181459.517774,174.602020,-0.000000
WS,-54492,-18181365.873974,264.602102,-23.942818
VE,-54463,-18171048.219469,354.607877,-0.000000
SS,-54463,-18170959.212629,84.607956,23.944941
AE,-54463,-18170867.499677,174.607978,-0.000000
WS,-54463,-18170773.854611,264.608061,-23.944979
VE,-54434,-18160456.179405,354.613850,-0.000000
SS,-54434,-18160367.173551,84.613929,23.947091
AE,-54434,-18160275.481475,174.613952,-0.000000
WS,-54434,-18160181.835320,264.614035,-23.947129
VE,-54405,-18149864.139416,354.619839,-0.000000
SS,-54405,-18149775.134379,84.619918,23.949231
AE,-54405,-18149683.463166,174.619941,-0.000000
WS,-54405,-18149589.816100,264.620024,-23.949268
VE,-54376,-18139272.099501,354.625843,-0.000000
SS,-54376,-18139183.095115,84.625922,23.951360
AE,-54376,-18139091.444751,174.625945,-0.000000
WS,-54376,-18138997.796951,264.626028,-23.951397
VE,-54347,-18128680.059663,354.631861,-0.000000
SS,-54347,-18128591.055760,84.631940,23.953478
AE,-54347,-18128499.426228,174.631964,-0.000000
WS,-54347,-18128405.777870,264.632046,-23.953515
VE,-54318,-18118088.019900,354.637895,-0.000000
SS,-54318,-18117999.016314,84.637973,23.955586
AE,-54318,-18117907.407598,174.637998,-0.000000
WS,-54318,-18117813.758859,264.638080,-23.955623
VE,-54289,-18107495.980214,354.643943,-0.000000
SS,-54289,-18107406.976779,84.644021,23.957683
AE,-54289,-18107315.388859,174.644046,-0.000000
WS,-54289,-18107221.739915,264.644128,-23.957720
VE,-54260,-18096903.940606,354.650005,-0.000000
SS,-54260,-18096814.937155,84.650084,23.959770
AE,-54260,-18096723.370013,174.650109,-0.000000
WS,-54260,-18096629.721039,264.650191,-23.959806
VE,-54231,-18086311.901075,354.656082,-0.000000
SS,-54231,-18086222.897443,84.656161,23.961845
AE,-54231,-18086131.351058,174.656186,-0.000000
WS,-54231,-18086037.702229,264.656268,-23.961881
VE,-54202,-18075719.861623,354.662173,-0.000000
SS,-54202,-18075630.857645,84.662252,23.963910
AE,-54202,-18075539.331994,174.662277,-0.000000
WS,-54202,-18075445.683485,264.662359,-23.963946
VE,-54173,-18065127.822249,354.668278,-0.000000
SS,-54173,-18065038.817762,84.668357,23.965964
AE,-54173,-18064947.312820,174.668382,-0.000000
WS,-54173,-18064853.664805,264.668465,-23.966000
VE,-54144,-18054535.782956,354.674398,-0.000000
SS,-54144,-18054446.777793,84.674476,23.968007
AE,-54144,-18054355.293538,174.674502,-0.000000
WS,-54144,-18054261.646190,264.674584,-23.968043
VE,-54115,-18043943.743742,354.680531,-0.000000
SS,-54115,-18043854.737741,84.680609,23.970040
AE,-54115,-18043763.274145,174.680635,-0.000000
WS,-54115,-18043669.627638,264.680718,-23.970075
VE,-54086,-18033351.704609,354.686678,-0.000000
SS,-54086,-18033262.697606,84.686756,23.972061
AE,-54086,-18033171.254642,174.686783,-0.000000
WS,-54086,-18033077.609149,264.686865,-23.972096
VE,-54057,-18022759.665556,354.692839,-0.000000
SS,-54057,-18022670.657390,84.692917,23.974072
AE,-54057,-18022579.235029,174.692944,-0.000000
WS,-54057,-18022485.590721,264.693026,-23.974107
VE,-54028,-18012167.626586,354.699013,-0.000000
SS,-54028,-18012078.617092,84.699091,23.976072
AE,-54028,-18011987.215305,174.699118,-0.000000
WS,-54028,-18011893.572354,264.699200,-23.976107
VE,-53999,-18001575.587697,354.705201,-0.000000
SS,-53999,-18001486.576715,84.705279,23.978061
AE,-53999,-18001395.195470,174.705306,-0.000000
WS,-53999,-18001301.554048,264.705388,-23.978095
VE,-53970,-17990983.548891,354.711402,-0.000000
SS,-53970,-17990894.536259,84.711480,23.980039
AE,-53970,-17990803.175525,174.711508,-0.000000
WS,-53970,-17990709.535801,264.711590,-23.980073
VE,-53941,-17980391.510168,354.717616,-0.000000
SS,-53941,-17980302.495725,84.717695,23.982006
AE,-53941,-17980211.155467,174.717722,-0.000000
WS,-53941,-17980117.517612,264.717804,-23.982040
VE,-53912,-17969799.471529,354.723844,-0.000000
SS,-53912,-17969710.455114,84.723922,23.983962
AE,-53912,-17969619.135298,174.723950,-0.000000
WS,-53912,-17969525.499482,264.724032,-23.983996
VE,-53883,-17959207.432974,354.730085,-0.000000
SS,-53883,-17959118.414427,84.730163,23.985907
AE,-53883,-17959027.115017,174.730191,-0.000000
WS,-53883,-17958933.481408,264.730273,-23.985941
VE,-53854,-17948615.394503,354.736338,-0.000000
SS,-53854,-17948526.373665,84.736416,23.987841
AE,-53854,-17948435.094624,174.736445,-0.000000
WS,-53854,-17948341.463391,264.736526,-23.987875
VE,-53825,-17938023.356116,354.742604,-0.000000
SS,-53825,-17937934.332829,84.742682,23.989764
AE,-53825,-17937843.074119,174.742711,-0.000000
WS,-53825,-17937749.445429,264.742793,-23.989798
VE,-53796,-17927431.317816,354.748883,-0.000000
SS,-53796,-17927342.291920,84.748961,23.991676
AE,-53796,-17927251.053502,174.748990,-0.000000
WS,-53796,-17927157.427522,264.749072,-23.991710
VE,-53767,-17916839.279601,354.755175,-0.000000
SS,-53767,-17916750.250939,84.755253,23.993577
AE,-53767,-17916659.032771,174.755282,-0.000000
WS,-53767,-17916565.409670,264.755363,-23.993610
VE,-53738,-17906247.241472,354.761478,-0.000000
SS,-53738,-17906158.209887,84.761556,23.995467
AE,-53738,-17906067.011928,174.761586,-0.000000
WS,-53738,-17905973.391870,264.761667,-23.995500
VE,-53709,-17895655.203430,354.767795,-0.000000
SS,-53709,-17895566.168764,84.767873,23.997346
AE,-53709,-17895474.990972,174.767902,-0.000000
WS,-53709,-17895381.374123,264.767984,-23.997379
VE,-53680,-17885063.165475,354.774123,-0.000000
SS,-53680,-17884974.127572,84.774201,23.999214
AE,-53680,-17884882.969902,174.774231,-0.000000
WS,-53680,-17884789.356427,264.774312,-23.999246
VE,-53651,-17874471.127607,354.780463,-0.000000
SS,-53651,-17874382.086312,84.780541,24.001071
AE,-53651,-17874290.948720,174.780571,-0.000000
WS,-53651,-17874197.338783,264.780653,-24.001103
VE,-53622,-17863879.089828,354.786816,-0.000000
SS,-53622,-17863790.044984,84.786894,24.002916
AE,-53622,-17863698.927423,174.786924,-0.000000
WS,-53622,-17863605.321188,264.787006,-24.002948
VE,-53593,-17853287.052137,354.793180,-0.000000
SS,-53593,-17853198.003590,84.793258,24.004751
AE,-53593,-17853106.906013,174.793289,-0.000000
WS,-53593,-17853013.303643,264.793370,-24.004782
VE,-53564,-17842695.014534,354.799556,-0.000000
SS,-53564,-17842605.962130,84.799634,24.006574
AE,-53564,-17842514.884489,174.799665,-0.000000
WS,-53564,-17842421.286147,264.799746,-24.006605
VE,-53535,-17832102.977020,354.805944,-0.000000
SS,-53535,-17832013.920606,84.806021,24.008386
AE,-53535,-17831922.862852,174.806053,-0.000000
WS,-53535,-17831829.268698,264.806134,-24.008417
VE,-53506,-17821510.939596,354.812343,-0.000000
SS,-53506,-17821421.879018,84.812420,24.010187
AE,-53506,-17821330.841100,174.812452,-0.000000
WS,-53506,-17821237.251297,264.812533,-24.010218
VE,-53477,-17810918.902262,354.818753,-0.000000
SS,-53477,-17810829.837368,84.818831,24.011976
AE,-53477,-17810738.819234,174.818862,-0.000000
WS,-53477,-17810645.233942,264.818944,-24.012007
VE,-53448,-17800326.865017,354.825175,-0.000000
SS,-53448,-17800237.795655,84.825253,24.013755
AE,-53448,-17800146.797254,174.825284,-0.000000
WS,-53448,-17800053.216632,264.825366,-24.013785
VE,-53419,-17789734.827864,354.831608,-0.000000
SS,-53419,-17789645.753882,84.831685,24.015522
AE,-53419,-17789554.775160,174.831717,-0.000000
WS,-53419,-17789461.199368,264.831799,-24.015552
VE,-53390,-17779142.790801,354.838052,-0.000000
SS,-53390,-17779053.712049,84.838129,24.017278
AE,-53390,-17778962.752951,174.838162,-0.000000
WS,-53390,-17778869.182147,264.838243,-24.017308
VE,-53361,-17768550.753829,354.844507,-0.000000
SS,-53361,-17768461.670157,84.844584,24.019022
AE,-53361,-17768370.730627,174.844617,-0.000000
WS,-53361,-17768277.164970,264.844698,-24.019052
VE,-53332,-17757958.716949,354.850972,-0.000000
SS,-53332,-17757869.628207,84.851050,24.020755
AE,-53332,-17757778.708189,174.851082,-0.000000
WS,-53332,-17757685.147835,264.851163,-24.020786
VE,-53303,-17747366.680161,354.857449,-0.000000
SS,-53303,-17747277.586199,84.857526,24.022477
AE,-53303,-17747186.685637,174.857559,-0.000000
WS,-53303,-17747093.130742,264.857640,-24.022507
VE,-53274,-17736774.643465,354.863935,-0.000000
SS,-53274,-17736685.544136,84.864013,24.024188
AE,-53274,-17736594.662969,174.864046,-0.000000
WS,-53274,-17736501.113691,264.864127,-24.024218
VE,-53245,-17726182.606862,354.870433,-0.000000
SS,-53245,-17726093.502017,84.870510,24.025887
AE,-53245,-17726002.640187,174.870543,-0.000000
WS,-53245,-17725909.096679,264.870624,-24.025917
VE,-53216,-17715590.570352,354.876940,-0.000000
SS,-53216,-17715501.459843,84.877017,24.027575
AE,-53216,-17715410.617290,174.877051,-0.000000
WS,-53216,-17715317.079707,264.877132,-24.027605
VE,-53187,-17704998.533935,354.883458,-0.000000
SS,-53187,-17704909.417617,84.883535,24.029252
AE,-53187,-17704818.594278,174.883569,-0.000000
WS,-53187,-17704725.062774,264.883650,-24.029281
VE,-53158,-17694406.497611,354.889986,-0.000000
SS,-53158,-17694317.375337,84.890063,24.030917
AE,-53158,-17694226.571151,174.890097,-0.000000
WS,-53158,-17694133.045879,264.890178,-24.030946
VE,-53129,-17683814.461381,354.896524,-0.000000
SS,-53129,-17683725.333006,84.896601,24.032571
AE,-53129,-17683634.547909,174.896635,-0.000000
WS,-53129,-17683541.029022,264.896715,-24.032600
VE,-53100,-17673222.425245,354.903072,-0.000000
SS,-53100,-17673133.290624,84.903148,24.034214
AE,-53100,-17673042.524552,174.903183,-0.000000
WS,-53100,-17672949.012201,264.903263,-24.034242
VE,-53071,-17662630.389204,354.909629,-0.000000
SS,-53071,-17662541.248192,84.909706,24.035845
AE,-53071,-17662450.501081,174.909740,-0.000000
WS,-53071,-17662356.995416,264.909821,-24.035873
VE,-53042,-17652038.353257,354.916196,-0.000000
SS,-53042,-17651949.205712,84.916273,24.037464
AE,-53042,-17651858.477494,174.916308,0.000000
WS,-53042,-17651764.978666,264.916388,-24.037492
VE,-53013,-17641446.317405,354.922773,-0.000000
SS,-53013,-17641357.163183,84.922849,24.039073
AE,-53013,-17641266.453792,174.922884,-0.000000
WS,-53013,-17641172.961951,264.922964,-24.039100
VE,-52984,-17630854.281649,354.929358,-0.000000
SS,-52984,-17630765.120607,84.929435,24.040669
AE,-52984,-17630674.429975,174.929470,-0.000000
WS,-52984,-17630580.945269,264.929550,-24.040697
VE,-52955,-17620262.245988,354.935954,-0.000000
SS,-52955,-17620173.077985,84.936030,24.042254
AE,-52955,-17620082.406042,174.936066,-0.000000
WS,-52955,-17619988.928621,264.936146,-24.042282
VE,-52926,-17609670.210423,354.942558,-0.000000
SS,-52926,-17609581.035317,84.942634,24.043828
AE,-52926,-17609490.381995,174.942670,0.000000
WS,-52926,-17609396.912005,264.942750,-24.043856
VE,-52897,-17599078.174953,354.949171,-0.000000
SS,-52897,-17598988.992604,84.949247,24.045391
AE,-52897,-17598898.357833,174.949284,-0.000000
WS,-52897,-17598804.895420,264.949363,-24.045418
VE,-52868,-17588486.139580,354.955793,-0.000000
SS,-52868,-17588396.949849,84.955870,24.046941
AE,-52868,-17588306.333556,174.955906,0.000000
WS,-52868,-17588212.878866,264.955986,-24.046968
VE,-52839,-17577894.104304,354.962424,-0.000000
SS,-52839,-17577804.907050,84.962501,24.048481
AE,-52839,-17577714.309164,174.962537,-0.000000
WS,-52839,-17577620.862343,264.962617,-24.048507
VE,-52810,-17567302.069124,354.969064,-0.000000
SS,-52810,-17567212.864209,84.969140,24.050008
AE,-52810,-17567122.284657,174.969177,-0.000000
WS,-52810,-17567028.845848,264.969256,-24.050035
VE,-52781,-17556710.034042,354.975712,-0.000000
SS,-52781,-17556620.821327,84.975788,24.051525
AE,-52781,-17556530.260034,174.975825,-0.000000
WS,-52781,-17556436.829383,264.975905,-24.051551
VE,-52752,-17546117.999057,354.982369,-0.000000
SS,-52752,-17546028.778406,84.982445,24.053029
AE,-52752,-17545938.235297,174.982482,-0.000000
WS,-52752,-17545844.812945,264.982561,-24.053055
VE,-52723,-17535525.964169,354.989034,-0.000000
SS,-52723,-17535436.735445,84.989110,24.054522
AE,-52723,-17535346.210446,174.989147,-0.000000
WS,-52723,-17535252.796535,264.989226,-24.054548
VE,-52694,-17524933.929379,354.995707,-0.000000
SS,-52694,-17524844.692445,84.995783,24.056004
AE,-52694,-17524754.185479,174.995820,-0.000000
WS,-52694,-17524660.780152,264.995899,-24.056030
